GENE_NAME	CHROM
KCNQ4	chr1
RN7SL326P	chr1
CITED4	chr1
RP5-1066H13.4	chr1
RP11-348A7.1	chr1
UBE2V1P8	chr1
CTPS1	chr1
SLFNL1-AS1	chr1
SLFNL1	chr1
SCMH1	chr1
RPL23AP17	chr1
RP11-399E6.1	chr1
RP11-399E6.2	chr1
FOXO6	chr1
RP11-399E6.4	chr1
RNA5SP45	chr1
EDN2	chr1
HIVEP3	chr1
RP11-486B10.3	chr1
RP11-486B10.4	chr1
HNRNPFP1	chr1
RP11-319C21.1	chr1
GUCA2B	chr1
GUCA2A	chr1
FOXJ3	chr1
RP11-223A3.1	chr1
RIMKLA	chr1
RP11-157D18.2	chr1
ZMYND12	chr1
PPCS	chr1
CCDC30	chr1
RP11-163G10.2	chr1
TMSB4XP1	chr1
RNU6-536P	chr1
RP11-163G10.4	chr1
PPIH	chr1
RP5-994D16.3	chr1
YBX1	chr1
CLDN19	chr1
P3H1	chr1
C1orf50	chr1
RP5-994D16.9	chr1
TMEM269	chr1
SVBP	chr1
ERMAP	chr1
RP11-342M1.3	chr1
ZNF691	chr1
RP11-342M1.7	chr1
RP11-342M1.6	chr1
ATP6V1E1P1	chr1
SLC2A1	chr1
RP5-848E13.5	chr1
SLC2A1-AS1	chr1
RP5-848E13.4	chr1
RNU6-880P	chr1
U6	chr1
RP3-393B19.1	chr1
FAM183A	chr1
EBNA1BP2	chr1
CFAP57	chr1
RNA5SP46	chr1
TMEM125	chr1
C1orf210	chr1
TIE1	chr1
MPL	chr1
RP1-92O14.3	chr1
CDC20	chr1
ELOVL1	chr1
MED8	chr1
RP1-92O14.6	chr1
SZT2	chr1
SZT2-AS1	chr1
HYI-AS1	chr1
PTPRF	chr1
KDM4A	chr1
KDM4A-AS1	chr1
ST3GAL3	chr1
RP11-184I16.4	chr1
U6	chr1
RP11-184I16.3	chr1
MIR6079	chr1
SHMT1P1	chr1
ARTN	chr1
RP11-7O11.3	chr1
IPO13	chr1
DPH2	chr1
ATP6V0B	chr1
B4GALT2	chr1
CCDC24	chr1
SLC6A9	chr1
RP5-1198O20.4	chr1
RP5-1198O20.5	chr1
KRT8P47	chr1
RN7SL479P	chr1
KLF17	chr1
RP11-570P14.1	chr1
KLF18	chr1
RP4-675G8.3	chr1
Y_RNA	chr1
OOSP1P1	chr1
RP5-891H21.1	chr1
RP5-891H21.5	chr1
DMAP1	chr1
ERI3	chr1
ERI3-IT1	chr1
RNU6-369P	chr1
RNF220	chr1
MIR5584	chr1
TMEM53	chr1
C1orf228	chr1
RNU5F-1	chr1
RNU5D-1	chr1
KIF2C	chr1
RP11-269F19.2	chr1
RPS8	chr1
SNORD46	chr1
SNORD38A	chr1
RPS15AP11	chr1
BEST4	chr1
PLK3	chr1
TCTEX1D4	chr1
BTBD19	chr1
PTCH2	chr1
RP5-882O7.1	chr1
EIF2B3	chr1
RNA5SP47	chr1
CCNB1IP1P1	chr1
RP5-882O7.4	chr1
MRPS17P1	chr1
HECTD3	chr1
UROD	chr1
ZSWIM5	chr1
OSTCP5	chr1
LINC01144	chr1
HPDL	chr1
MUTYH	chr1
TOE1	chr1
TESK2	chr1
RP11-291L19.1	chr1
CCDC163	chr1
MMACHC	chr1
PRDX1	chr1
HMGB1P48	chr1
AKR1A1	chr1
AL355480.3	chr1
AL355480.1	chr1
NASP	chr1
AL355480.2	chr1
AL355480.4	chr1
CCDC17	chr1
GPBP1L1	chr1
RPS15AP10	chr1
RP11-767N6.2	chr1
TMEM69	chr1
IPP	chr1
RP11-767N6.7	chr1
RP11-630I5.1	chr1
MAST2	chr1
TMA16P2	chr1
PIK3R3	chr1
RP4-533D7.4	chr1
RP4-533D7.3	chr1
RP4-533D7.5	chr1
TSPAN1	chr1
RP11-322N21.2	chr1
POMGNT1	chr1
LURAP1	chr1
RAD54L	chr1
LRRC41	chr1
UQCRH	chr1
NSUN4	chr1
RP4-603I14.3	chr1
FAAH	chr1
FAAHP1	chr1
LINC01398	chr1
DMBX1	chr1
RP11-49P4.7	chr1
MKNK1-AS1	chr1
KNCN	chr1
MKNK1	chr1
MOB3C	chr1
ATPAF1	chr1
NENFP1	chr1
TEX38	chr1
EFCAB14-AS1	chr1
EFCAB14	chr1
RP11-8J9.5	chr1
CYP4B1	chr1
CYP4Z2P	chr1
RP11-346M5.1	chr1
CYP4A11	chr1
CYP4A26P	chr1
CYP4A43P	chr1
CYP4A27P	chr1
CYP4A44P	chr1
CYP4X1	chr1
CYP4Z1	chr1
RP11-184J23.2	chr1
CYP4A22-AS1	chr1
CYP4A22	chr1
MTND1P34	chr1
LINC00853	chr1
PDZK1IP1	chr1
TAL1	chr1
RP1-18D14.7	chr1
STIL	chr1
CMPK1	chr1
LINC01389	chr1
FOXE3	chr1
FOXD2-AS1	chr1
FOXD2	chr1
RP4-666O22.3	chr1
RPL21P24	chr1
ATP6V0E1P4	chr1
LINC01738	chr1
TRABD2B	chr1
RP11-330M19.1	chr1
RP4-683M8.2	chr1
RP11-193P11.3	chr1
CYP46A4P	chr1
SKINT1L	chr1
RP5-1024N4.6	chr1
RP5-1024N4.2	chr1
SLC5A9	chr1
RP5-1024N4.4	chr1
RP5-1024N4.5	chr1
SPATA6	chr1
PPP1R8P1	chr1
RNU6-723P	chr1
RP11-329A14.1	chr1
RNU4-61P	chr1
RP11-329A14.2	chr1
AGBL4	chr1
BEND5	chr1
RP11-141A19.1	chr1
RP11-141A19.2	chr1
AGBL4-IT1	chr1
RP5-926E3.1	chr1
ZNF859P	chr1
RP11-93G23.2	chr1
MTND2P29	chr1
ELAVL4	chr1
RP11-492I2.1	chr1
RP11-567C20.2	chr1
RP11-567C20.3	chr1
RP11-183G22.1	chr1
HMGB1P45	chr1
FCF1P6	chr1
DMRTA2	chr1
FAF1	chr1
RP5-850O15.3	chr1
RNU6-1026P	chr1
PHBP12	chr1
MRPS6P2	chr1
CDKN2C	chr1
MIR4421	chr1
MIR6500	chr1
C1orf185	chr1
Y_RNA	chr1
CFL1P2	chr1
LINC01562	chr1
RNF11	chr1
RP11-296A18.5	chr1
RP11-296A18.6	chr1
TTC39A	chr1
TTC39A-AS1	chr1
EPS15	chr1
RP11-275F13.3	chr1
RNU6-877P	chr1
RP11-253A20.1	chr1
RP11-191G24.1	chr1
RNU6-1281P	chr1
CALR4P	chr1
OSBPL9	chr1
GAPDHP51	chr1
SLC25A6P3	chr1
SNORA26	chr1
NRDC	chr1
RP4-657D16.3	chr1
RP4-657D16.6	chr1
MIR761	chr1
TSEN15P2	chr1
RAB3B	chr1
RNA5SP48	chr1
RP11-91A18.1	chr1
RN7SL290P	chr1
TXNDC12	chr1
KTI12	chr1
RP11-91A18.4	chr1
TXNDC12-AS1	chr1
BTF3L4	chr1
ZFYVE9	chr1
RN7SL788P	chr1
RP4-800M22.1	chr1
RP4-800M22.2	chr1
PDCL3P6	chr1
RP4-800M22.4	chr1
DNAJC19P7	chr1
ANAPC10P1	chr1
CC2D1B	chr1
RP11-155O18.6	chr1
PLA2G12AP1	chr1
ORC1	chr1
PRPF38A	chr1
ZCCHC11	chr1
RP11-25O10.2	chr1
EEF1GP7	chr1
GPX7	chr1
FAM159A	chr1
COA7	chr1
NDUFS5P3	chr1
RN7SL62P	chr1
ZYG11B	chr1
RNU2-30P	chr1
RPS13P2	chr1
RNU6-969P	chr1
ZYG11A	chr1
RP4-631H13.2	chr1
ECHDC2	chr1
RP4-631H13.6	chr1
RP4-631H13.4	chr1
SCP2	chr1
MIR1273F	chr1
MIR5095	chr1
MIR1273G	chr1
RP4-631H13.5	chr1
RP11-334A14.2	chr1
TUBBP10	chr1
PODN	chr1
SLC1A7	chr1
RP11-334A14.8	chr1
RP5-1024G6.9	chr1
CPT2	chr1
RP5-1024G6.2	chr1
C1orf123	chr1
RP5-1024G6.7	chr1
MAGOH	chr1
RP5-1024G6.5	chr1
LRP8	chr1
RP4-784A16.1	chr1
RP4-784A16.2	chr1
RP4-784A16.3	chr1
RP4-784A16.4	chr1
LINC01771	chr1
RP11-117D22.1	chr1
RP11-117D22.2	chr1
SLC25A3P1	chr1
DMRTB1	chr1
GLIS1	chr1
RNU7-95P	chr1
NDC1	chr1
SNORA58	chr1
RP4-654H19.2	chr1
YIPF1	chr1
DIO1	chr1
HSPB11	chr1
LRRC42	chr1
HNRNPA3P12	chr1
LDLRAD1	chr1
TMEM59	chr1
RP4-758J24.6	chr1
TCEANC2	chr1
MIR4781	chr1
RP4-758J24.4	chr1
CDCP2	chr1
RP11-446E24.3	chr1
CYB5RL	chr1
MRPL37	chr1
SSBP3	chr1
SSBP3-AS1	chr1
RP5-997D24.3	chr1
RP4-705F19.1	chr1
RP5-866L20.1	chr1
RP5-866L20.2	chr1
HNRNPA1P63	chr1
ACOT11	chr1
FAM151A	chr1
RP11-240D10.4	chr1
MROH7	chr1
TTC4	chr1
PARS2	chr1
TTC22	chr1
RP11-67L3.2	chr1
LEXM	chr1
DHCR24	chr1
RP11-67L3.5	chr1
RP11-67L3.4	chr1
TMEM61	chr1
BSND	chr1
PCSK9	chr1
USP24	chr1
RP11-101C11.1	chr1
GYG1P3	chr1
MIR4422	chr1
GOT2P1	chr1
MTCO2P34	chr1
RN7SKP291	chr1
RNU6-830P	chr1
Y_RNA	chr1
RP11-90C4.1	chr1
LINC01753	chr1
PIGQP1	chr1
LINC01755	chr1
RP1-158P9.1	chr1
RPSAP20	chr1
RP11-504A18.1	chr1
LINC01767	chr1
PLPP3	chr1
RPL21P23	chr1
RPL23AP85	chr1
RP11-377K22.2	chr1
PRKAA2	chr1
C1orf168	chr1
RP11-378I13.1	chr1
C8A	chr1
C8B	chr1
RP5-1103B4.3	chr1
DAB1	chr1
RP6-102O10.1	chr1
RPS20P5	chr1
DAB1-AS1	chr1
HNRNPA1P6	chr1
RPS26P15	chr1
RP11-393I23.4	chr1
RP11-393I23.3	chr1
RP11-414C16.1	chr1
OMA1	chr1
RP4-592A1.4	chr1
RN7SL713P	chr1
TACSTD2	chr1
RP4-592A1.2	chr1
MYSM1	chr1
RP11-63G10.4	chr1
JUN	chr1
LINC01135	chr1
RP11-63G10.3	chr1
RP11-63G10.2	chr1
RP4-794H19.1	chr1
LINC01358	chr1
PHBP3	chr1
RP11-145M4.1	chr1
RP11-145M4.2	chr1
HSD52	chr1
RP11-467C18.1	chr1
FGGY	chr1
MIR4711	chr1
RP4-782L23.2	chr1
HOOK1	chr1
CYP2J2	chr1
RN7SL475P	chr1
C1orf87	chr1
PGBD4P8	chr1
RP11-575B7.3	chr1
LINC01748	chr1
RP11-436K8.1	chr1
NFIA	chr1
NFIA-AS2	chr1
RP4-802A10.1	chr1
NFIA-AS1	chr1
RP11-430G17.1	chr1
TM2D1	chr1
RP11-430G17.3	chr1
PATJ	chr1
RNU6-414P	chr1
RNU6-1177P	chr1
LAMTOR5P1	chr1
RN7SL180P	chr1
MIR3116-1	chr1
PIGPP2	chr1
RPS15AP7	chr1
L1TD1	chr1
RP5-1155K23.4	chr1
KANK4	chr1
RNU6-371P	chr1
USP1	chr1
DOCK7	chr1
RP11-293K19.1	chr1
ANGPTL3	chr1
RP5-849H19.3	chr1
RP5-849H19.2	chr1
RP11-230B22.1	chr1
ATG4C	chr1
RP4-771M4.3	chr1
RP4-771M4.2	chr1
LINC01739	chr1
RP11-5P4.2	chr1
RP11-5P4.3	chr1
RP11-335E6.2	chr1
LINC00466	chr1
RNA5SP49	chr1
RP11-335E6.3	chr1
RPSAP65	chr1
FOXD3-AS1	chr1
FOXD3	chr1
MIR6068	chr1
Y_RNA	chr1
RP4-792G4.3	chr1
ALG6	chr1
ITGB3BP	chr1
EFCAB7	chr1
RN7SL488P	chr1
RNU7-123P	chr1
DLEU2L	chr1
PGM1	chr1
RN7SL130P	chr1
ROR1	chr1
RP4-597J3.1	chr1
CFL1P3	chr1
RNU6-809P	chr1
Y_RNA	chr1
ROR1-AS1	chr1
UBE2U	chr1
RNU7-62P	chr1
CACHD1	chr1
MIR4794	chr1
RAVER2	chr1
JAK1	chr1
RP11-182I10.1	chr1
RP11-182I10.2	chr1
LINC01359	chr1
SLC2A3P2	chr1
RP4-535B20.4	chr1
RNU6-1176P	chr1
MIR3671	chr1
MIR101-1	chr1
RP4-535B20.1	chr1
RP4-535B20.2	chr1
MRPS21P1	chr1
AK4	chr1
RPS29P7	chr1
DNAJC6	chr1
RP5-1044H5.1	chr1
COX6CP13	chr1
RNU2-15P	chr1
LEPROT	chr1
LEPR	chr1
RP4-630A11.3	chr1
RP11-430H12.2	chr1
RN7SL854P	chr1
PDE4B	chr1
RP11-397C12.1	chr1
RNU4-88P	chr1
SGIP1	chr1
MIR3117	chr1
RP4-598P13.1	chr1
TCTEX1D1	chr1
INSL5	chr1
WDR78	chr1
RP11-342H21.2	chr1
MIER1	chr1
SLC35D1	chr1
C1orf141	chr1
SNORA31	chr1
RP4-547N15.3	chr1
IL23R	chr1
RNU6-586P	chr1
RNU4ATAC4P	chr1
RP11-131O15.2	chr1
IL12RB2	chr1
SERBP1	chr1
RNU6-387P	chr1
LINC01702	chr1
RNU6-1031P	chr1
RP11-393N21.1	chr1
RN7SL392P	chr1
HNRNPCP9	chr1
GADD45A	chr1
GNG12	chr1
RNU7-80P	chr1
GNG12-AS1	chr1
RP4-609E1.2	chr1
DIRAS3	chr1
ARL5AP3	chr1
WLS	chr1
CTBP2P8	chr1
MIR1262	chr1
RPS7P4	chr1
COX6B1P7	chr1
ELOCP18	chr1
RP5-1033K19.2	chr1
RPE65	chr1
DEPDC1	chr1
RP4-694A7.2	chr1
DEPDC1-AS1	chr1
TXNP2	chr1
LINC01707	chr1
RP11-74K19.1	chr1
LINC01758	chr1
LRRC7	chr1
SGO1P1	chr1
RN7SL538P	chr1
PIN1P1	chr1
RP11-181B18.1	chr1
LRRC40	chr1
RN7SL242P	chr1
SRSF11	chr1
RP4-677H15.4	chr1
ANKRD13C	chr1
HHLA3	chr1
RP11-180O5.2	chr1
CTH	chr1
Metazoa_SRP	chr1
RP11-42O15.3	chr1
RP11-42O15.2	chr1
CASP3P1	chr1
LINC01788	chr1
RP11-99H8.1	chr1
PTGER3	chr1
RP3-333A15.1	chr1
RP3-333A15.2	chr1
ZRANB2-AS1	chr1
ZRANB2	chr1
MIR186	chr1
ZRANB2-AS2	chr1
RP11-115M14.1	chr1
NEGR1	chr1
RP11-82L20.1	chr1
RP11-175G14.2	chr1
NEGR1-IT1	chr1
GDI2P2	chr1
RPL31P12	chr1
RNU6-1246P	chr1
RP4-660H19.1	chr1
RP11-262K1.1	chr1
RP11-25L19.1	chr1
KRT8P21	chr1
RN7SKP19	chr1
LINC01360	chr1
RP4-788P17.1	chr1
RNA5SP50	chr1
RNU4ATAC8P	chr1
LRRIQ3	chr1
FPGT	chr1
TNNI3K	chr1
RP11-439H8.4	chr1
RP4-650F12.2	chr1
LRRC53	chr1
ERICH3	chr1
ERICH3-AS1	chr1
RP11-17E13.2	chr1
CRYZ	chr1
TYW3	chr1
RP11-93N20.1	chr1
RP11-510C10.4	chr1
RP11-510C10.2	chr1
LHX8	chr1
RP11-510C10.3	chr1
RNU6-622P	chr1
SLC44A5	chr1
RP11-87O11.1	chr1
RNU6-503P	chr1
RP4-595K12.1	chr1
RP4-595K12.2	chr1
RP4-682C21.5	chr1
ACADM	chr1
DLSTP1	chr1
RABGGTB	chr1
MSH4	chr1
ASB17	chr1
RP11-550H2.1	chr1
RP11-550H2.2	chr1
ST6GALNAC3	chr1
RP11-335E14.1	chr1
RP5-1102E8.3	chr1
TPI1P1	chr1
RNU6-161P	chr1
RP11-415A20.1	chr1
ST6GALNAC5	chr1
MIR7156	chr1
RP4-564M11.2	chr1
PIGK	chr1
RP4-706A16.3	chr1
RP11-363H12.1	chr1
AK5	chr1
RP11-375A5.1	chr1
RNU7-8P	chr1
ZZZ3	chr1
RNA5SP20	chr1
RN7SL370P	chr1
USP33	chr1
ACTG1P21	chr1
MIGA1	chr1
RNA5SP21	chr1
RP11-181C21.4	chr1
NSRP1P1	chr1
HSPE1P25	chr1
NEXN-AS1	chr1
NEXN	chr1
FUBP1	chr1
DNAJB4	chr1
GIPC2	chr1
RP11-386I14.4	chr1
RP11-386I14.2	chr1
RNU6-1102P	chr1
RP11-386I14.3	chr1
RNA5SP22	chr1
RNFT1P2	chr1
MGC27382	chr1
PTGFR	chr1
RP11-472F19.1	chr1
RNA5SP23	chr1
IFI44L	chr1
IFI44	chr1
RP4-641G12.3	chr1
RP4-641G12.4	chr1
ADGRL4	chr1
PSAT1P3	chr1
RP4-726F1.2	chr1
RP4-726F1.1	chr1
ADH5P2	chr1
RP11-339A11.1	chr1
RP11-339A11.2	chr1
RP11-339A11.3	chr1
HMGB1P18	chr1
RP11-339D23.1	chr1
HNRNPA1P64	chr1
RP11-115A15.4	chr1
RP11-115A15.2	chr1
RP5-933B4.1	chr1
LINC01781	chr1
MTND2P30	chr1
RPL7P10	chr1
RP3-445O10.1	chr1
RN7SKP247	chr1
ADGRL2	chr1
HNRNPA3P14	chr1
RP5-837I24.1	chr1
RP5-837I24.6	chr1
RP5-837I24.2	chr1
MED28P8	chr1
RP5-837I24.4	chr1
RP5-837I24.5	chr1
ST13P20	chr1
RP11-147G16.1	chr1
LINC01362	chr1
LINC01361	chr1
LINC01712	chr1
LINC01725	chr1
RP5-836J3.1	chr1
TTLL7	chr1
TTLL7-IT1	chr1
RP4-552O12.1	chr1
RP11-486G15.2	chr1
PRKACB	chr1
RP11-486G15.1	chr1
RP11-82H13.2	chr1
SNORA2	chr1
SAMD13	chr1
RP11-376N17.4	chr1
UOX	chr1
DNASE2B	chr1
RPF1	chr1
GNG5	chr1
SPATA1	chr1
CTBS	chr1
LINC01555	chr1
RP11-484D4.3	chr1
SSX2IP	chr1
LPAR3	chr1
MCOLN2	chr1
WDR63	chr1
MCOLN3	chr1
MIR4423	chr1
RP11-33E12.2	chr1
SYDE2	chr1
C1orf52	chr1
Y_RNA	chr1
BCL10	chr1
RP11-131L23.1	chr1
DDAH1	chr1
Y_RNA	chr1
RP11-131L23.2	chr1
RP4-621F18.2	chr1
RP11-290M5.4	chr1
CYR61	chr1
SNORD81	chr1
RP11-290M5.2	chr1
ZNHIT6	chr1
COL24A1	chr1
RNA5SP51	chr1
RP4-682E18.1	chr1
ODF2L	chr1
MIR7856	chr1
RP11-444C12.1	chr1
CLCA2	chr1
CLCA1	chr1
CLCA4	chr1
CDCA4P2	chr1
RP4-651E10.4	chr1
CLCA3P	chr1
RP4-612B15.3	chr1
SH3GLB1	chr1
RP4-612B15.2	chr1
SELENOF	chr1
HS2ST1	chr1
RP4-604K5.3	chr1
RP11-384B12.2	chr1
RP11-384B12.3	chr1
LINC01140	chr1
RP5-1043L3.1	chr1
LMO4	chr1
LINC01364	chr1
RNA5SP52	chr1
RP11-60A14.1	chr1
LINC01773	chr1
CTA-21C21.1	chr1
RN7SL583P	chr1
RP11-76N22.1	chr1
uc_338	chr1
PKN2-AS1	chr1
RPL36AP10	chr1
PKN2	chr1
RNU6-125P	chr1
ELOCP19	chr1
GTF2B	chr1
RP11-82K18.2	chr1
KYAT3	chr1
RBMXL1	chr1
GBP3	chr1
Y_RNA	chr1
GBP1	chr1
PTGES3P1	chr1
GBP2	chr1
GBP7	chr1
GBP4	chr1
GBP5	chr1
RP4-620F22.3	chr1
RP5-908D6.1	chr1
GBP6	chr1
CAPNS1P1	chr1
GBP1P1	chr1
LRRC8B	chr1
FLJ27354	chr1
RP11-413E1.4	chr1
LRRC8C	chr1
RP11-413E1.2	chr1
RP5-943J3.1	chr1
RP5-943J3.2	chr1
LRRC8D	chr1
RP11-302M6.5	chr1
RN7SKP272	chr1
GEMIN8P4	chr1
ZNF326	chr1
RNU6-695P	chr1
RP5-827O9.1	chr1
U3	chr1
BARHL2	chr1
RP4-665J23.1	chr1
LINC01763	chr1
RP4-665J23.4	chr1
PHKA1P1	chr1
ZNF644	chr1
RPL5P6	chr1
HFM1	chr1
Y_RNA	chr1
FEN1P1	chr1
CDC7	chr1
WDR82P2	chr1
RP11-91I11.1	chr1
HSP90B3P	chr1
TGFBR3	chr1
RN7SL653P	chr1
BRDT	chr1
EPHX4	chr1
LPCAT2BP	chr1
SETSIP	chr1
BTBD8	chr1
GAPDHP46	chr1
PRKAR1AP1	chr1
KIAA1107	chr1
RP4-621B10.8	chr1
RP4-775D17.1	chr1
C1orf146	chr1
ACTBP12	chr1
GLMN	chr1
RPAP2	chr1
RN7SL824P	chr1
GFI1	chr1
EVI5	chr1
RP4-593M8.1	chr1
HMGB3P9	chr1
RNU4-59P	chr1
RP11-330C7.3	chr1
RP11-330C7.4	chr1
CCNJP2	chr1
RPL5	chr1
FAM69A	chr1
SNORD21	chr1
SNORA66	chr1
SNORA51	chr1
RP11-386I23.1	chr1
RNU6-970P	chr1
RN7SL692P	chr1
RNU6-210P	chr1
RN7SKP123	chr1
Y_RNA	chr1
MTF2	chr1
TMED5	chr1
CCDC18	chr1
RP4-612C19.1	chr1
RP4-612C19.2	chr1
CCDC18-AS1	chr1
RP4-717I23.2	chr1
DR1	chr1
RP4-713B5.2	chr1
Y_RNA	chr1
FNBP1L	chr1
RNA5SP53	chr1
BCAR3	chr1
RP5-1033H22.2	chr1
RP11-488P3.1	chr1
MIR760	chr1
RP4-561L24.3	chr1
DNTTIP2	chr1
GCLM	chr1
CHCHD2P5	chr1
MTND4P11	chr1
MTND3P21	chr1
MTCO3P21	chr1
MTATP6P13	chr1
RP5-837O21.8	chr1
MTCO2P21	chr1
MTCO1P21	chr1
RP5-837O21.2	chr1
ABCA4	chr1
RP11-78O9.1	chr1
ARHGAP29	chr1
RN7SL440P	chr1
RP11-148B18.1	chr1
GAPDHP29	chr1
RP11-148B18.4	chr1
RP11-366L18.1	chr1
ABCD3	chr1
F3	chr1
RP11-86H7.6	chr1
SLC44A3-AS1	chr1
KATNBL1P2	chr1
MIR378G	chr1
SLC44A3	chr1
CNN3	chr1
RP4-639F20.1	chr1
ALG14	chr1
RP11-313A24.1	chr1
TMEM56	chr1
RP11-57H12.2	chr1
Y_RNA	chr1
RP11-57H12.3	chr1
RWDD3	chr1
RP11-57H12.5	chr1
LINC01760	chr1
LINC01650	chr1
RP11-14O19.2	chr1
LINC01761	chr1
RP11-286B14.1	chr1
RP11-286B14.2	chr1
RP11-147C23.1	chr1
RNU1-130P	chr1
LINC01787	chr1
RP4-736I12.1	chr1
UBE2WP1	chr1
EEF1A1P11	chr1
RN7SL831P	chr1
NDUFS5P2	chr1
RPL7P9	chr1
RN7SKP270	chr1
PTBP2	chr1
DPYD	chr1
DPYD-AS1	chr1
DPYD-IT1	chr1
SEC63P1	chr1
RPL26P9	chr1
RP11-272L13.2	chr1
DPYD-AS2	chr1
RP11-272L13.4	chr1
LINC01930	chr1
RP11-490G2.2	chr1
MIR137HG	chr1
NFU1P2	chr1
LINC01776	chr1
RP11-296E3.2	chr1
SNX7	chr1
PLPPR5	chr1
RP5-896L10.1	chr1
RP11-234N17.1	chr1
PLPPR4	chr1
RP4-735N21.1	chr1
LINC01708	chr1
PALMD	chr1
HMGB3P10	chr1
FRRS1	chr1
RNU4-75P	chr1
Y_RNA	chr1
RP4-581O6.1	chr1
AGL	chr1
RP5-884G6.2	chr1
SLC35A3	chr1
RNU6-750P	chr1
RNU6-1318P	chr1
MFSD14A	chr1
RP4-714D9.2	chr1
SASS6	chr1
RP4-714D9.4	chr1
TRMT13	chr1
LRRC39	chr1
DBT	chr1
RPL23AP90	chr1
BRI3P1	chr1
RP11-305E17.4	chr1
RTCA-AS1	chr1
RTCA	chr1
MIR553	chr1
RP5-837M10.1	chr1
RP5-837M10.2	chr1
CDC14A	chr1
BCAS2P2	chr1
RP5-837M10.4	chr1
GPR88	chr1
RP11-84O12.2	chr1
LINC01349	chr1
RP11-84O12.3	chr1
VCAM1	chr1
EXTL2	chr1
SLC30A7	chr1
HNRNPA1P68	chr1
DPH5	chr1
RP11-421L21.2	chr1
RP11-421L21.3	chr1
SCARNA16	chr1
RP5-1033H2.1	chr1
RP4-575N6.4	chr1
S1PR1	chr1
RP4-575N6.5	chr1
RP4-575N6.2	chr1
PPIAP7	chr1
LINC01307	chr1
LINC01709	chr1
RNU6-965P	chr1
RPSAP19	chr1
OLFM3	chr1
RNU6-352P	chr1
RP11-82O2.2	chr1
DNAJA1P5	chr1
RP11-202K23.1	chr1
RP5-936J12.1	chr1
COL11A1	chr1
SOD2P1	chr1
RP11-153F1.2	chr1
RP11-153F1.1	chr1
RN7SKP285	chr1
RNPC3	chr1
AMY2B	chr1
AMY2A	chr1
AMY1A	chr1
RP5-1108M17.5	chr1
AMY1B	chr1
AMYP1	chr1
AMY1C	chr1
RP11-97C18.1	chr1
RP11-364B6.2	chr1
FTLP17	chr1
CDK4P1	chr1
LINC01676	chr1
SEPT2P1	chr1
RP11-90H3.2	chr1
RP11-90H3.1	chr1
LINC01677	chr1
RP5-947P14.1	chr1
RP5-947P14.2	chr1
RP11-478L17.1	chr1
RP11-110F24.1	chr1
MTATP6P14	chr1
MTCO1P14	chr1
LINC01661	chr1
PRMT6	chr1
NTNG1	chr1
RP11-270C12.3	chr1
VAV3	chr1
MIR7852	chr1
VAV3-AS1	chr1
RP11-356N1.2	chr1
SLC25A24	chr1
RP11-483I13.6	chr1
NBPF4	chr1
RP11-483I13.2	chr1
SLC25A24P1	chr1
NBPF5P	chr1
SLC25A24P2	chr1
RP11-131J3.1	chr1
NBPF6	chr1
RP5-964H19.4	chr1
ST13P21	chr1
RP5-964H19.2	chr1
FAM102B	chr1
HENMT1	chr1
PRPF38B	chr1
FNDC7	chr1
RP11-293A10.3	chr1
STXBP3	chr1
RP11-475E11.2	chr1
AKNAD1	chr1
SPATA42	chr1
GPSM2	chr1
CLCC1	chr1
WDR47	chr1
RP5-1065J22.2	chr1
RP11-20O24.4	chr1
RP11-20O24.1	chr1
RANP5	chr1
TAF13	chr1
RP5-1065J22.8	chr1
TMEM167B	chr1
SCARNA2	chr1
RP5-1065J22.4	chr1
C1orf194	chr1
KIAA1324	chr1
SARS	chr1
CELSR2	chr1
PSRC1	chr1
MYBPHL	chr1
SORT1	chr1
PSMA5	chr1
SYPL2	chr1
ATXN7L2	chr1
CYB561D1	chr1
AMIGO1	chr1
GPR61	chr1
GNAI3	chr1
RNU6V	chr1
AMPD2	chr1
RP5-1160K1.6	chr1
RPL7P8	chr1
GSTM4	chr1
GSTM2	chr1
GSTM1	chr1
AC000032.2	chr1
GSTM5	chr1
RP4-735C1.4	chr1
GSTM3	chr1
EPS8L3	chr1
NDUFA5P10	chr1
LINC01768	chr1
RP11-195M16.1	chr1
RP11-195M16.3	chr1
CSF1	chr1
AHCYL1	chr1
STRIP1	chr1
RP4-773N10.4	chr1
ALX3	chr1
LINC01397	chr1
UBL4B	chr1
SLC6A17	chr1
RP5-1028L10.1	chr1
RP5-1028L10.2	chr1
KCNC4-AS1	chr1
KCNC4	chr1
RP5-1003J2.4	chr1
SNORA25	chr1
RP5-1074L1.1	chr1
RBM15	chr1
LAMTOR5-AS1	chr1
SLC16A4	chr1
RP5-1074L1.4	chr1
LAMTOR5	chr1
PROK1	chr1
RP11-470L19.6	chr1
CYMP	chr1
CYMP-AS1	chr1
KCNA10	chr1
KCNA2	chr1
RP11-284N8.3	chr1
KCNA3	chr1
Y_RNA	chr1
NRBF2P3	chr1
OR11I1P	chr1
CD53	chr1
RP11-96K19.4	chr1
RP11-96K19.2	chr1
LRIF1	chr1
RP11-96K19.5	chr1
CCNT2P1	chr1
RNA5SP54	chr1
DRAM2	chr1
CEPT1	chr1
DENND2D	chr1
CHI3L2	chr1
CHIAP1	chr1
CHIAP2	chr1
CHIA	chr1
RP5-1125M8.2	chr1
RP5-1125M8.3	chr1
